時刻,始値,高値,安値,終値,出来高
09:18,106000,106150,103800,104250,0
09:19,104100,104850,103300,104400,315300
09:20,104300,104600,103050,104000,262900
09:21,104100,104750,103500,104250,241900
09:22,104300,104500,103350,104300,206500
09:23,104200,104800,102650,103000,301200
09:24,102950,103050,101800,102050,184600
09:25,101950,102000,100500,101150,282500
09:26,101050,101650,100700,101400,167200
09:27,101450,101650,101000,101550,129500
09:28,101500,101750,100750,101100,153400
09:29,101100,101550,100550,101250,118900
09:30,101250,101350,99980,100250,332100
09:31,100150,100300,99000,99400,313200
09:32,99450,99530,98200,98850,338700
09:33,98850,99410,98500,99040,250700
09:34,99080,99660,98610,99430,212100
09:35,99430,100000,99000,99960,268800
09:36,99900,100250,99500,100200,198200
09:37,100200,101000,99930,100600,294000
09:38,100700,100700,99930,99990,149900
09:39,99920,99920,99200,99520,222900
09:40,99480,99930,98530,98590,212300
09:41,98620,98890,97850,98060,370100
09:42,98000,98660,97310,98170,298800
09:43,98200,98620,98030,98380,182500
09:44,98400,98780,98000,98510,169700
09:45,98490,99230,98390,99160,158000
09:46,99180,99240,98110,98330,135600
09:47,98340,98890,98120,98290,111700
09:48,98260,98650,97790,97880,146200
09:49,97920,98580,97820,98410,130300
09:50,98440,98870,98360,98830,106800
09:51,98820,99310,98670,99220,150300
09:52,99220,99750,99140,99710,229800
09:53,99750,100600,99740,100450,221700
09:54,100500,100550,99960,100100,122000
09:55,100100,100450,100000,100050,114200
09:56,100050,100050,99280,99650,226300
09:57,99650,100100,99640,99930,106400
09:58,99930,100000,99600,99930,91900
09:59,99920,100100,99800,99880,99900
10:00,99880,100100,99820,99980,75900
10:01,99950,100700,99940,100500,156600
10:02,100450,100800,100100,100150,105600
10:03,100150,100200,99940,100100,66800
10:04,100100,100100,99700,100050,108900
10:05,100050,100150,99910,100000,52900
10:06,100050,100100,99680,99800,88100
10:07,99770,99820,99000,99010,211900
10:08,99010,99280,98700,99060,141700
10:09,99090,99430,98920,99370,82100
10:10,99360,99360,99010,99230,49100
10:11,99230,99440,99110,99140,62600
10:12,99170,99170,99000,99090,55600
10:13,99100,99370,99050,99190,57400
10:14,99210,99540,99200,99450,72300
10:15,99460,99800,99390,99770,90400
10:16,99750,99800,99220,99370,100400
10:17,99360,99530,99300,99460,53000
10:18,99450,99570,99340,99440,63300
10:19,99460,99640,98920,99640,143800
10:20,99630,99880,99350,99580,114600
10:21,99580,99780,99560,99680,49500
10:22,99690,99880,99340,99600,102100
10:23,99590,99640,99210,99490,63700
10:24,99450,99560,99380,99430,43300
10:25,99430,99520,99300,99460,39800
10:26,99460,99680,99120,99180,101000
10:27,99190,99870,99130,99700,94100
10:28,99690,99730,99550,99620,40200
10:29,99620,99790,99380,99670,63500
10:30,99690,99730,99400,99500,60500
10:31,99490,99730,99450,99680,44700
10:32,99690,99800,99630,99730,53400
10:33,99710,99940,99490,99930,101900
10:34,99930,100000,99860,99990,99900
10:35,99970,100400,99960,100350,92100
10:36,100300,100450,100200,100350,64700
10:37,100350,100550,100200,100550,80600
10:38,100500,100700,100350,100350,81300
10:39,100400,100450,100000,100050,73800
10:40,100050,100500,100050,100450,67600
10:41,100450,100650,100350,100600,87300
10:42,100550,101150,100350,101150,162900
10:43,101150,101400,100950,101050,137900
10:44,101000,101200,100750,101100,50300
10:45,101150,101200,100850,100950,42600
10:46,101050,101150,100900,100900,55400
10:47,100850,101100,100650,100950,68600
10:48,101000,101150,100900,100900,52800
10:49,100950,101100,100900,101050,19000
10:50,101100,101300,100950,101300,66900
10:51,101300,101400,101150,101350,52000
10:52,101300,101400,101200,101300,50300
10:53,101300,101400,101000,101000,69600
10:54,101000,101050,100650,101000,84100
10:55,101000,101100,100900,101050,36900
10:56,101050,101250,101000,101250,36200
10:57,101200,101250,100900,100950,51700
10:58,100950,101000,100750,100950,34000
10:59,100950,101050,100700,100850,43300
11:00,100900,101000,100650,100750,38900
11:01,100800,100850,100700,100800,27600
11:02,100800,101000,100700,100950,34900
11:03,100950,101000,100900,101000,18400
11:04,100950,101100,100750,100900,56000
11:05,100850,100850,100650,100700,39700
11:06,100750,100750,100350,100400,88100
11:07,100400,100700,100350,100550,22600
11:08,100550,100700,100400,100650,37200
11:09,100700,100950,100700,100900,38100
11:10,100900,100950,100500,100550,43700
11:11,100600,100600,100250,100300,66800
11:12,100350,100350,99660,100000,170800
11:13,100000,100150,99850,99950,73200
11:14,99970,99970,99680,99770,83000
11:15,99810,99930,99500,99510,117000
11:16,99510,99750,99310,99690,147400
11:17,99710,99850,99580,99700,73900
11:18,99690,99850,99500,99680,69000
11:19,99680,99870,99620,99830,53500
11:20,99820,99920,99680,99900,67300
11:21,99900,100150,99850,100000,73100
11:22,100050,100350,100000,100150,46900
11:23,100150,100250,100050,100100,28000
11:24,100050,100050,99620,99630,88900
11:25,99650,99940,99630,99910,39400
11:26,99920,100150,99900,100050,37100
11:27,100000,100050,99930,99960,23800
11:28,99960,99960,99850,99930,33000
11:29,99930,100150,99930,99950,48700
11:30,99930,99930,99930,99930,22100
12:30,100400,100650,100050,100500,227500
12:31,100500,100950,100300,100850,99100
12:32,100900,101000,100250,100250,121800
12:33,100300,100300,99800,99860,116800
12:34,99870,100150,99850,100100,44100
12:35,100150,100200,99900,100000,61400
12:36,100000,100250,99990,100150,40000
12:37,100150,100350,100150,100250,30100
12:38,100250,100250,100000,100050,45300
12:39,100050,100100,99720,99890,99700
12:40,99890,99990,99820,99930,40600
12:41,99920,100100,99830,100050,56500
12:42,100050,100100,99630,99740,80000
12:43,99740,99820,99500,99790,103900
12:44,99780,99850,99620,99730,58100
12:45,99730,99880,99500,99700,84200
12:46,99710,99760,99550,99590,48900
12:47,99590,99660,99520,99580,52600
12:48,99580,99840,99560,99780,64500
12:49,99770,99880,99670,99700,61300
12:50,99680,99940,99610,99870,81400
12:51,99870,99930,99760,99800,42800
12:52,99790,99880,99670,99720,46200
12:53,99710,99830,99670,99830,35400
12:54,99820,99900,99690,99830,49800
12:55,99840,99900,99680,99770,61600
12:56,99770,100050,99660,100050,92600
12:57,100000,100150,99980,100150,41700
12:58,100150,100150,99930,99950,53100
12:59,99950,99960,99580,99690,114900
13:00,99690,99840,99680,99760,47000
13:01,99760,99970,99760,99960,45200
13:02,99960,100050,99760,99770,52300
13:03,99790,99900,99780,99840,27100
13:04,99840,99900,99690,99830,57100
13:05,99830,99950,99750,99860,53200
13:06,99860,99900,99800,99810,26800
13:07,99810,99950,99790,99840,28700
13:08,99840,99840,99730,99750,40800
13:09,99780,100100,99750,100050,62200
13:10,100100,100100,100000,100000,24800
13:11,100000,100050,99830,99960,47100
13:12,99960,99990,99820,99860,41000
