時刻,始値,高値,安値,終値,出来高
09:05,52690,52910,52430,52560,0
09:06,52540,53050,52530,52890,353500
09:07,52900,52980,52650,52800,218200
09:08,52780,52970,52760,52770,199300
09:09,52770,52870,52420,52540,239900
09:10,52530,52550,52290,52450,186400
09:11,52450,52600,52410,52560,117400
09:12,52550,52620,52260,52260,157600
09:13,52270,52270,52030,52110,183700
09:14,52100,52180,52010,52100,124700
09:15,52100,52300,52090,52230,163500
09:16,52230,52270,52170,52240,95800
09:17,52250,52250,51820,51820,328700
09:18,51820,51910,51620,51710,163700
09:19,51700,51720,51370,51380,255600
09:20,51390,51680,51120,51630,382300
09:21,51620,51700,51450,51630,159700
09:22,51610,51770,51580,51680,154700
09:23,51680,51790,51640,51690,158400
09:24,51670,51880,51620,51880,115800
09:25,51870,52000,51760,51850,166800
09:26,51830,51880,51670,51670,126500
09:27,51680,51980,51650,51980,98300
09:28,51960,52150,51930,52110,142400
09:29,52100,52210,52030,52200,129500
09:30,52200,52290,52070,52100,140900
09:31,52100,52290,52070,52140,156100
09:32,52140,52240,52130,52200,79400
09:33,52190,52270,52100,52240,135800
09:34,52250,52380,52240,52320,147900
09:35,52320,52370,52100,52120,138900
09:36,52120,52190,52010,52080,81500
09:37,52080,52160,52000,52140,90900
09:38,52150,52250,52120,52170,85000
09:39,52170,52210,52080,52180,63600
09:40,52190,52310,52190,52270,95700
09:41,52280,52380,52180,52370,123900
09:42,52380,52520,52350,52480,211900
09:43,52460,52510,52340,52410,108700
09:44,52420,52530,52410,52510,100400
09:45,52500,52690,52480,52620,226800
09:46,52640,52700,52530,52690,112600
09:47,52690,52720,52580,52640,131300
09:48,52640,52700,52580,52590,88400
09:49,52600,52700,52600,52670,123500
09:50,52670,52840,52670,52820,137800
09:51,52820,52900,52800,52850,119400
09:52,52850,53020,52810,52990,293800
09:53,52990,53090,52830,52900,215000
09:54,52900,53010,52840,52960,116000
09:55,52960,53340,52940,53170,378000
09:56,53160,53360,53150,53300,152900
09:57,53300,53310,52970,53100,265400
09:58,53100,53100,52690,52770,221800
09:59,52770,52780,52540,52660,170200
10:00,52650,53050,52650,53020,232300
10:01,53030,53060,52890,52970,130600
10:02,52990,53070,52940,53040,114900
10:03,53030,53170,52990,53100,147600
10:04,53110,53110,52970,52990,92600
10:05,52990,53060,52820,52840,104400
10:06,52840,52980,52800,52910,73800
10:07,52920,53130,52910,53120,99800
10:08,53130,53190,53070,53120,94100
10:09,53120,53210,53120,53160,111800
10:10,53160,53260,53160,53220,91400
10:11,53220,53320,53150,53320,145700
10:12,53320,53440,53280,53400,209600
10:13,53410,53450,53320,53450,137100
10:14,53450,53870,53450,53810,565800
10:15,53820,53980,53820,53930,286000
10:16,53930,54220,53810,54200,389200
10:17,54210,54720,54200,54660,401100
10:18,54650,54980,54610,54940,427800
10:19,54930,55080,54580,54700,614600
10:20,54730,54940,54580,54800,360600
10:21,54800,55230,54760,55060,370800
10:22,55050,55080,54800,54960,170500
10:23,54940,55110,54750,54870,273000
10:24,54880,55360,54830,55280,292100
10:25,55280,55490,55240,55360,298500
10:26,55350,55360,55090,55100,210000
10:27,55120,55290,55090,55120,100200
10:28,55120,55340,55110,55220,204200
10:29,55220,55390,55130,55390,158500
10:30,55390,55390,54920,55270,288100
10:31,55260,55430,54950,54970,267700
10:32,54970,55250,54940,55220,140900
10:33,55220,55330,55130,55210,171000
10:34,55210,55270,55050,55090,187600
10:35,55100,55110,54930,55010,148000
10:36,55020,55210,55000,55140,109000
10:37,55130,55240,55040,55180,113200
10:38,55200,55340,55180,55260,158000
10:39,55270,55410,55200,55310,173800
10:40,55320,55800,55310,55790,429400
10:41,55800,55820,55630,55720,177300
10:42,55720,56060,55700,55930,330700
10:43,55930,56060,55860,55950,214700
10:44,55960,56000,55820,55890,144600
10:45,55900,56020,55860,55900,149100
10:46,55880,56320,55810,56320,327900
10:47,56330,56600,56310,56540,376300
10:48,56560,56970,56520,56940,357500
10:49,56940,57070,56690,56850,382400
10:50,56850,57250,56840,57120,287300
10:51,57130,57140,56880,57010,254400
10:52,57010,57070,56860,56950,201300
10:53,56930,56930,56550,56700,219000
10:54,56680,56850,56400,56500,243700
10:55,56490,56750,56490,56640,144700
10:56,56650,56780,56360,56490,177900
10:57,56480,56590,56380,56490,111900
10:58,56490,56500,56350,56410,136200
10:59,56410,56540,56360,56360,113200
11:00,56370,56560,56340,56420,146900
11:01,56400,56610,56370,56600,109300
11:02,56610,56880,56610,56860,224900
11:03,56860,56960,56780,56930,194000
11:04,56950,57120,56940,56960,240200
11:05,56960,56970,56290,56290,268400
11:06,56280,56500,56170,56240,237000
11:07,56260,56410,55760,55930,335400
11:08,55910,56000,55800,55940,143000
11:09,55960,56180,55940,56110,166200
11:10,56110,56240,55870,56240,148000
11:11,56220,56400,56150,56320,172400
11:12,56300,56400,56100,56100,135900
11:13,56110,56250,56080,56200,63100
11:14,56210,56350,56120,56300,106100
11:15,56300,56460,56280,56400,106000
11:16,56410,56580,56350,56580,134800
11:17,56570,56740,56460,56740,214300
11:18,56750,56770,56570,56580,117600
11:19,56590,56650,56500,56540,91000
11:20,56540,56660,56540,56630,66800
11:21,56630,56740,56550,56700,91400
11:22,56710,56840,56680,56790,138800
11:23,56780,56960,56780,56930,112200
11:24,56930,57040,56900,56950,210300
11:25,56940,57040,56910,56940,106700
11:26,56930,57130,56930,57130,123500
11:27,57120,57440,57080,57420,265400
11:28,57420,57800,57400,57770,308200
11:29,57780,57800,57670,57800,197300
11:30,57770,57830,57770,57830,41300
12:30,57900,58380,57640,58160,870500
12:31,58170,58400,58030,58110,266700
12:32,58100,58170,57730,57850,237800
12:33,57830,58100,57780,58050,139400
12:34,58040,58100,57950,58010,101700
12:35,58000,58120,57970,58120,129400
12:36,58120,58850,58090,58790,392400
12:37,58760,58790,58430,58660,287000
12:38,58660,58730,58470,58680,213900
12:39,58690,58870,58620,58850,211900
12:40,58830,58900,58670,58700,270700
12:41,58680,58750,58500,58590,175800
12:42,58580,59060,58570,58990,276300
12:43,58980,59240,58980,59140,311300
12:44,59150,59210,58770,58800,312300
12:45,58800,59090,58760,59080,174500
12:46,59080,59200,59050,59130,163200
12:47,59130,59190,59060,59130,153500
12:48,59110,59190,58980,59140,233000
12:49,59150,59370,59120,59340,212500
12:50,59360,59420,59230,59280,232800
12:51,59280,59350,58880,58890,285400
12:52,58880,58930,58220,58280,376100
12:53,58290,58290,57160,57240,530500
12:54,57210,57440,56830,57320,497600
12:55,57310,57470,56810,57270,354000
12:56,57270,57290,56780,57260,276900
12:57,57250,57350,56960,57230,241900
12:58,57240,57620,57210,57350,280500
12:59,57340,57520,56500,56790,461600
