時刻,始値,高値,安値,終値,出来高
09:00,105600,105800,104250,105350,744700
09:01,105350,108200,105200,107650,490900
09:02,107600,107650,106150,107350,286600
09:03,107400,109450,107350,108800,437300
09:04,108850,109050,107500,107850,302900
09:05,107850,107950,107050,107950,0
09:06,107850,108000,106750,107400,230400
09:07,107350,108300,107300,107850,134200
09:08,107850,108000,106800,107300,200300
09:09,107250,107500,106850,107450,98000
09:10,107450,107600,107100,107400,107700
09:11,107400,107650,107100,107550,102300
09:12,107600,108100,107600,108100,152200
09:13,108050,108150,107400,107850,146300
09:14,107850,108300,107750,108150,155100
09:15,108200,108250,107900,108000,134300
09:16,108000,108500,107300,107600,265200
09:17,107600,107850,107200,107850,154300
09:18,107800,107850,107250,107500,94200
09:19,107500,107600,107250,107300,81200
09:20,107350,107500,107100,107300,89200
09:21,107300,107400,106850,106900,174600
09:22,106900,107300,106850,107300,92000
09:23,107250,107300,107000,107150,72100
09:24,107150,107750,107100,107650,113600
09:25,107650,107750,107300,107650,88000
09:26,107650,107850,107600,107750,65400
09:27,107700,107950,107500,107900,93800
09:28,107850,108000,107650,107950,71100
09:29,107900,108150,107850,108000,104500
09:30,108000,108200,107700,108200,108800
09:31,108150,108300,107650,107850,130200
09:32,107800,107800,107350,107650,105400
09:33,107700,108150,107650,108100,81800
09:34,108100,108100,107950,107950,35500
09:35,108000,108100,107800,108050,49600
09:36,108050,108050,107750,107850,56200
09:37,107850,107950,107750,107900,46200
09:38,107900,107950,107700,107750,65000
09:39,107750,107750,107550,107700,58600
09:40,107700,108300,107600,108150,171600
09:41,108150,108400,108100,108200,99600
09:42,108150,108600,107600,108600,253700
09:43,108550,108750,108400,108650,111700
09:44,108600,108800,108500,108800,149700
09:45,108800,109500,108750,109500,269900
09:46,109500,109800,109250,109600,245800
09:47,109550,109650,109050,109250,163900
09:48,109250,109700,109150,109650,95900
09:49,109650,109900,109350,109800,200400
09:50,109750,109800,109550,109700,80000
09:51,109750,110300,109700,110100,267500
09:52,110050,110250,109900,110050,159800
09:53,110050,110300,110000,110200,172500
09:54,110200,110250,109500,110050,193400
09:55,110100,110350,110000,110200,117600
09:56,110200,110250,109950,110000,78900
09:57,110000,110050,109600,110000,97200
09:58,110000,110000,109750,109900,39900
09:59,109900,110300,109850,110050,146200
10:00,110050,110300,109950,110150,90600
10:01,110100,110250,110050,110200,59000
10:02,110200,110950,110200,110850,233000
10:03,110850,111000,110700,111000,122600
10:04,111000,111050,110800,110900,153000
10:05,110900,111350,110800,111100,162200
10:06,111100,111400,110950,111350,123100
10:07,111350,111650,111300,111600,134600
10:08,111650,111650,111350,111550,107700
10:09,111600,111600,111450,111550,78900
10:10,111550,112000,111550,111850,230900
10:11,111900,111950,111650,111900,151700
10:12,111900,112000,111700,111850,93500
10:13,111850,112700,111850,112700,230000
10:14,112650,112700,112050,112450,225800
10:15,112450,112500,112150,112350,95700
10:16,112300,112350,111600,112100,153500
10:17,112150,112350,112100,112300,87600
10:18,112250,112300,111700,111950,119800
10:19,111950,112150,111700,111700,76400
10:20,111700,111950,111700,111900,56700
10:21,111900,112400,111850,112400,108700
10:22,112400,112400,112100,112150,75200
10:23,112150,112250,112050,112050,38500
10:24,112050,112100,111750,111850,91300
10:25,111900,112000,111400,112000,121400
10:26,111950,112250,111900,112200,78000
10:27,112150,112200,111800,111800,67300
10:28,111800,111950,111750,111800,42500
10:29,111750,111750,111400,111450,91500
10:30,111500,111700,111450,111550,51000
10:31,111600,111600,111000,111200,145100
10:32,111250,111250,110850,110950,75100
10:33,110900,111500,110800,111450,92300
10:34,111500,111500,111200,111250,48400
10:35,111250,111400,111200,111300,22900
10:36,111350,111350,110900,110950,78100
10:37,110950,111450,110950,111450,49500
10:38,111450,111600,111300,111600,76300
10:39,111600,111600,111050,111150,95600
10:40,111150,111250,110850,110900,85800
10:41,110850,111050,110800,111050,58400
10:42,111000,111150,110950,111050,34900
10:43,111050,111350,110850,111300,66200
10:44,111300,111400,111250,111400,43000
10:45,111400,111750,111400,111450,122300
10:46,111400,111600,111200,111300,66200
10:47,111300,111300,111000,111000,56100
10:48,111000,111150,110850,111000,69600
10:49,111050,111050,110650,110850,88800
10:50,110800,110850,110550,110750,60800
10:51,110750,110900,110550,110900,48600
10:52,110900,111200,110900,111050,59700
10:53,111100,111200,110700,110800,53500
10:54,110800,110900,110650,110900,37400
10:55,110900,110900,110700,110750,26300
10:56,110750,110850,110750,110850,21300
10:57,110850,111050,110800,111050,32700
10:58,111050,111250,111000,111200,55300
10:59,111200,111300,111100,111250,62900
11:00,111250,111500,111250,111450,67300
11:01,111500,111550,111400,111550,45900
11:02,111550,111600,111200,111350,63900
11:03,111350,111450,111250,111350,31700
11:04,111350,111400,111300,111350,19900
11:05,111350,111350,111250,111300,11100
11:06,111300,111350,111200,111350,26100
11:07,111350,111400,111300,111400,21500
11:08,111350,111450,111000,111100,81700
11:09,111050,111150,111000,111050,22900
11:10,111050,111250,111050,111250,30600
11:11,111200,111300,111200,111250,16100
11:12,111300,111300,111200,111200,14300
11:13,111200,111250,111050,111050,31100
11:14,111100,111200,111050,111100,21000
11:15,111100,111150,111050,111050,22000
11:16,111100,111200,111050,111200,21500
11:17,111200,111250,111150,111200,14800
11:18,111150,111250,111150,111200,15900
11:19,111200,111200,111000,111050,40300
11:20,111050,111150,111000,111100,21500
11:21,111100,111200,111100,111150,13300
11:22,111200,111250,111150,111200,16100
11:23,111250,111250,111100,111200,20600
11:24,111150,111200,111100,111150,16900
11:25,111100,111200,111000,111000,48000
11:26,111050,111050,110850,110900,54800
11:27,110900,110900,110800,110900,23200
11:28,110850,111000,110800,111000,23300
11:29,111000,111000,110850,110850,31900
11:30,110900,110900,110850,110850,18700
12:30,111100,111100,110550,110700,235000
12:31,110700,110900,110550,110800,53900
12:32,110800,110950,110650,110900,36400
12:33,110900,111100,110850,111100,36300
12:34,111100,111200,111050,111100,80600
12:35,111150,111350,111100,111350,73100
