時刻,始値,高値,安値,終値,出来高
09:05,21800,21850,21700,21765,1001600
09:10,21770,21885,21675,21850,1142700
09:15,21850,21900,21770,21835,740900
09:20,21840,21860,21680,21700,919500
09:25,21700,21765,21550,21590,1033700
09:30,21595,21760,21500,21720,793600
09:35,21725,21795,21640,21650,640100
09:40,21655,21685,21560,21610,507500
09:45,21610,21710,21595,21705,326300
09:50,21705,21720,21595,21605,393900
09:55,21605,21665,21560,21595,424100
10:00,21595,21705,21595,21660,457900
10:05,21660,21695,21610,21695,342000
10:10,21695,21715,21600,21620,383700
10:15,21620,21635,21535,21535,417600
10:20,21535,21610,21500,21530,495100
10:25,21530,21575,21455,21540,534500
10:30,21535,21590,21510,21570,275100
10:35,21575,21670,21515,21665,477200
10:40,21665,21775,21605,21625,733900
10:45,21625,21690,21610,21645,336000
10:50,21645,21660,21530,21550,373100
10:55,21550,21740,21550,21740,473600
11:00,21735,21795,21680,21725,522300
11:05,21725,21730,21615,21615,308100
11:10,21615,21645,21500,21515,627400
11:15,21520,21530,21385,21415,725500
11:20,21415,21465,21180,21205,1015000
11:25,21205,21240,21070,21080,715100
11:30,21080,21080,21060,21060,40900
12:30,21000,21320,21000,21315,1011100
12:35,21315,21490,21310,21460,865500
12:40,21460,21470,21360,21370,439400
12:45,21365,21415,21260,21265,478100
12:50,21265,21280,21120,21125,604600
12:55,21125,21250,21105,21245,507300
13:00,21245,21250,21130,21160,323700
13:05,21165,21265,21150,21260,323200
13:10,21260,21305,21220,21260,301800
13:15,21255,21315,21235,21315,257800
13:20,21315,21390,21290,21350,364000
13:25,21350,21430,21330,21405,357300
13:30,21400,21450,21345,21360,397600
13:35,21360,21425,21345,21395,281400
13:40,21400,21450,21400,21445,269100
13:45,21445,21485,21425,21455,413300
13:50,21450,21470,21290,21290,440200
13:55,21290,21320,21260,21305,320100
14:00,21310,21435,21310,21430,389300
14:05,21430,21430,21320,21330,304400
14:10,21335,21360,21190,21300,586800
14:15,21300,21335,21280,21315,284000
14:20,21310,21330,21255,21300,220800
14:25,21295,21310,21235,21285,266800
14:30,21285,21320,21260,21280,248900
14:35,21280,21325,21210,21225,320900
14:40,21220,21305,21210,21210,297800
14:45,21210,21220,21105,21145,521000
14:50,21150,21160,21085,21085,410400
14:55,21085,21090,21020,21065,394300
15:00,21065,21145,21000,21145,762500
15:05,21145,21145,21055,21110,369700
15:10,21110,21130,21080,21095,341000
15:15,21095,21100,20945,20975,685200
15:20,20980,21030,20955,21010,519000
