時刻,始値,高値,安値,終値,出来高
09:05,50230,50700,49650,49890,1046000
09:10,49890,50150,49010,49140,1036300
09:15,49130,49130,48270,48450,1139500
09:20,48460,49460,48380,49400,897700
09:25,49400,50330,49200,50110,1154500
09:30,50120,50200,49560,49950,653000
09:35,49940,50020,49670,49830,404300
09:40,49830,50250,49810,50010,580200
09:45,50000,50700,49900,50670,757400
09:50,50660,50800,50260,50650,754300
09:55,50650,50750,49970,50160,542100
10:00,50170,50430,50120,50300,458600
10:05,50310,50530,50170,50420,367400
10:10,50420,50730,50420,50520,508100
10:15,50520,50590,50280,50480,316000
10:20,50460,50620,50320,50360,280500
10:25,50360,50370,50050,50120,391500
10:30,50130,50360,50040,50200,325600
10:35,50200,50230,50030,50160,279000
10:40,50160,50430,50050,50430,353400
10:45,50420,50520,49970,50070,652700
10:50,50060,50220,49890,50080,549700
10:55,50090,50250,50090,50150,210800
11:00,50150,50390,50140,50280,243800
11:05,50280,50350,50200,50220,231700
11:10,50220,50420,50180,50420,235300
11:15,50410,50660,50400,50550,402800
11:20,50550,50720,50450,50640,323700
11:25,50650,50720,50450,50580,209200
11:30,50590,50600,50580,50600,20500
12:30,50550,50720,50320,50660,664600
12:35,50660,50750,50480,50660,443300
12:40,50660,50680,50420,50510,334200
12:45,50510,50600,50320,50580,307800
12:50,50580,50810,50540,50740,429000
12:55,50740,50940,50690,50690,446700
13:00,50690,50820,50630,50710,259400
13:05,50720,50790,50710,50780,151000
13:10,50780,50830,50680,50820,189200
13:15,50830,50980,50810,50850,353100
13:20,50850,50850,50650,50780,283900
13:25,50770,50950,50720,50950,251300
13:30,50940,51060,50890,51000,620700
13:35,51000,51010,50810,50860,312500
13:40,50860,51180,50840,51160,428800
13:45,51160,51400,51080,51220,826000
13:50,51220,51350,51000,51150,396800
13:55,51130,51230,51100,51190,241600
14:00,51190,51350,51180,51260,326000
14:05,51260,51450,51250,51320,519500
14:10,51330,51330,51060,51080,401900
14:15,51080,51080,50600,50740,605300
14:20,50750,50850,50600,50780,336600
14:25,50780,50820,50300,50390,547100
14:30,50390,50870,50380,50770,619300
14:35,50780,50930,50760,50820,366700
14:40,50830,50860,50630,50750,282600
14:45,50760,50900,50690,50870,248500
14:50,50870,51050,50870,51040,384500
14:55,51050,51260,50980,51150,404900
15:00,51140,51200,50920,51140,421600
15:05,51130,51230,51110,51170,301500
15:10,51170,51370,51070,51240,468100
15:15,51240,51380,51230,51370,378700
15:20,51370,51450,51230,51430,461100
