時刻,始値,高値,安値,終値,出来高
09:05,18805,18820,18540,18645,772600
09:10,18635,18820,18540,18770,1023700
09:15,18775,18925,18765,18875,1192200
09:20,18875,18925,18795,18890,945600
09:25,18885,18900,18805,18835,601700
09:30,18835,18850,18635,18670,698200
09:35,18665,18910,18660,18830,916600
09:40,18830,19010,18805,19000,760700
09:45,19000,19195,18995,19055,1302900
09:50,19055,19095,18935,19085,895400
09:55,19085,19175,19065,19115,865900
10:00,19115,19160,19010,19050,681900
10:05,19050,19130,19000,19125,541400
10:10,19120,19260,19105,19235,817200
10:15,19235,19415,19235,19410,842200
10:20,19415,19555,19380,19535,890600
10:25,19540,19570,19440,19475,722700
10:30,19480,19575,19450,19575,584800
10:35,19570,19675,19515,19650,797900
10:40,19645,19655,19540,19580,674000
10:45,19575,19585,19460,19530,507100
10:50,19530,19640,19510,19590,464900
10:55,19590,19610,19510,19540,378100
11:00,19545,19555,19335,19345,622300
11:05,19345,19455,19335,19360,496300
11:10,19360,19400,19345,19350,268500
11:15,19360,19465,19360,19425,371400
11:20,19425,19515,19405,19440,423700
11:25,19445,19465,19345,19410,378900
11:30,19415,19415,19400,19400,26300
12:30,19350,19350,19175,19275,929200
12:35,19280,19305,19220,19225,331700
12:40,19225,19240,19035,19065,763700
12:45,19065,19130,18915,18980,692600
12:50,18980,19090,18975,19025,545300
12:55,19025,19030,18865,18870,551400
13:00,18870,18920,18840,18840,481200
13:05,18840,18920,18805,18890,514100
13:10,18890,18920,18805,18835,331200
13:15,18835,18955,18825,18915,470500
13:20,18920,18995,18910,18915,428100
13:25,18925,18940,18730,18750,669700
13:30,18750,18875,18725,18855,413300
13:35,18860,18860,18775,18825,271700
13:40,18825,18905,18805,18890,289900
13:45,18895,18945,18865,18870,427800
13:50,18875,18975,18870,18970,264800
13:55,18965,18990,18895,18920,362000
14:00,18915,18980,18900,18970,301400
14:05,18970,19020,18955,18985,373200
14:10,18990,19030,18915,18935,325100
14:15,18935,19060,18890,19030,424200
14:20,19030,19165,19030,19130,499800
14:25,19135,19185,19060,19100,452500
14:30,19105,19215,19080,19170,398500
14:35,19175,19205,19145,19185,329400
14:40,19185,19250,19165,19250,392400
14:45,19250,19315,19220,19285,464900
14:50,19290,19335,19260,19275,453100
14:55,19280,19300,19160,19190,573500
15:00,19185,19210,19040,19060,727100
15:05,19060,19065,18985,19030,582000
15:10,19030,19030,18925,18985,508200
15:15,18990,19015,18940,19000,408300
15:20,18995,19020,18905,19000,762300
