時刻,始値,高値,安値,終値,出来高
09:05,55090,55360,54930,54960,548800
09:10,54960,55070,54440,54600,1291700
09:15,54590,54600,53750,53790,1504900
09:20,53800,54400,53710,54250,997100
09:25,54240,54370,53980,54140,808900
09:30,54130,54210,53560,53770,1081200
09:35,53770,54080,53690,53760,590600
09:40,53750,53880,53600,53800,531400
09:45,53800,53920,53660,53770,413600
09:50,53770,54000,53700,53950,371700
09:55,53930,54150,53890,54130,440200
10:00,54130,54190,54020,54170,424600
10:05,54170,54170,53840,53990,512400
10:10,53990,54270,53890,53910,517300
10:15,53920,53970,53710,53720,467100
10:20,53720,53910,53630,53900,432100
10:25,53890,53940,53650,53650,402200
10:30,53650,53820,53530,53560,485200
10:35,53570,53710,53310,53340,683200
10:40,53350,53510,53230,53450,456500
10:45,53440,53620,53330,53450,363500
10:50,53450,53500,53350,53400,267700
10:55,53410,53600,53410,53560,295200
11:00,53560,53770,53530,53660,353700
11:05,53660,53840,53660,53660,286400
11:10,53670,53760,53570,53720,220700
11:15,53720,53890,53690,53810,250700
11:20,53810,53850,53650,53670,202900
11:25,53670,53750,53430,53460,202700
11:30,53460,53470,53420,53420,34300
12:30,53250,53400,53150,53380,659400
12:35,53380,53480,53290,53290,333900
12:40,53290,53530,53240,53520,309200
12:45,53520,53620,53450,53530,357600
12:50,53530,53670,53430,53540,367700
12:55,53540,53590,53470,53470,206200
13:00,53470,53520,53330,53440,338900
13:05,53440,53460,53310,53400,216600
13:10,53400,53820,53360,53620,483300
13:15,53630,53640,53460,53460,234700
13:20,53470,53510,53370,53420,248900
13:25,53420,53590,53410,53590,220900
13:30,53590,53600,53420,53520,234100
13:35,53510,53750,53480,53670,297400
13:40,53670,53800,53560,53790,309400
13:45,53790,53960,53760,53960,397300
13:50,53960,54010,53720,53820,393900
13:55,53820,53860,53660,53670,240100
14:00,53670,53790,53660,53740,221600
14:05,53750,53930,53710,53930,292100
14:10,53930,54050,53850,54040,296200
14:15,54040,54060,53880,53890,300800
14:20,53900,54020,53730,54000,326300
14:25,54000,54090,53960,53990,267200
14:30,53990,54130,53990,54110,245600
14:35,54110,54290,54060,54280,324700
14:40,54270,54430,54240,54360,328200
14:45,54380,54400,54190,54310,310900
14:50,54310,54480,54120,54470,420700
14:55,54470,54480,54170,54220,354800
15:00,54230,54230,53980,53990,445800
15:05,53990,54090,53860,54010,448500
15:10,54010,54100,53920,54040,262100
15:15,54040,54140,53990,54100,273900
15:20,54110,54160,53930,54000,358800
15:30,54030,54030,54030,54030,0
